NAME,B01002C_001E,state,county,year
"Adams County, Mississippi",38.8,28,001,2018
"Clay County, Mississippi",24.7,28,025,2018
"Covington County, Mississippi",-666666666.0,28,031,2018
"Humphreys County, Mississippi",-666666666.0,28,053,2018
"Saline County, Missouri",47.5,29,195,2018
"Madison County, Missouri",42.5,29,123,2018
"Wright County, Missouri",59.7,29,229,2018
"Vernon County, Missouri",27.9,29,217,2018
"Nodaway County, Missouri",47.2,29,147,2018
"Chariton County, Missouri",-666666666.0,29,041,2018
"Grundy County, Missouri",49.1,29,079,2018
"Morgan County, Missouri",-666666666.0,29,141,2018
"Wayne County, Missouri",56.1,29,223,2018
"Bollinger County, Missouri",36.2,29,017,2018
"Cape Girardeau County, Missouri",30.9,29,031,2018
"Shelby County, Missouri",10.5,29,205,2018
"Webster County, Missouri",46.9,29,225,2018
"Atchison County, Missouri",46.9,29,005,2018
"Bates County, Missouri",33.0,29,013,2018
"Benton County, Missouri",40.5,29,015,2018
"Carter County, Missouri",16.3,29,035,2018
"Dade County, Missouri",40.4,29,057,2018
"Linn County, Missouri",52.5,29,115,2018
"Howell County, Missouri",60.2,29,091,2018
"Johnson County, Missouri",38.3,29,101,2018
"Laclede County, Missouri",44.6,29,105,2018
"Maries County, Missouri",25.5,29,125,2018
"Phelps County, Missouri",46.3,29,161,2018
"Platte County, Missouri",34.9,29,165,2018
"St. Francois County, Missouri",49.8,29,187,2018
"Andrew County, Missouri",67.4,29,003,2018
"Carroll County, Missouri",-666666666.0,29,033,2018
"Daviess County, Missouri",31.8,29,061,2018
"Knox County, Missouri",-666666666.0,29,103,2018
"Marion County, Missouri",24.8,29,127,2018
"Osage County, Missouri",37.0,29,151,2018
"Ripley County, Missouri",71.5,29,181,2018
"Warren County, Missouri",30.4,29,219,2018
"Audrain County, Missouri",25.9,29,007,2018
"Christian County, Missouri",42.5,29,043,2018
"Greene County, Missouri",40.2,29,077,2018
"Harrison County, Missouri",30.3,29,081,2018
"St. Clair County, Missouri",11.0,29,185,2018
"Adair County, Missouri",56.8,29,001,2018
"Scotland County, Missouri",-666666666.0,29,199,2018
"Sullivan County, Missouri",26.5,29,211,2018
"Clark County, Missouri",53.5,29,045,2018
"Jefferson County, Missouri",37.8,29,099,2018
"Lewis County, Missouri",13.7,29,111,2018
"New Madrid County, Missouri",19.7,29,143,2018
"Perry County, Missouri",47.4,29,157,2018
"Ralls County, Missouri",53.1,29,173,2018
"Ray County, Missouri",52.4,29,177,2018
"St. Louis County, Missouri",32.0,29,189,2018
"Stone County, Missouri",25.5,29,209,2018
"Barry County, Missouri",47.9,29,009,2018
"Boone County, Missouri",27.3,29,019,2018
"Cedar County, Missouri",-666666666.0,29,039,2018
"Crawford County, Missouri",-666666666.0,29,055,2018
"Iron County, Missouri",23.6,29,093,2018
"Livingston County, Missouri",44.2,29,117,2018
"Moniteau County, Missouri",48.1,29,135,2018
"Oregon County, Missouri",66.2,29,149,2018
"Dunklin County, Missouri",44.2,29,069,2018
"Pettis County, Missouri",50.8,29,159,2018
"Ste. Genevieve County, Missouri",-666666666.0,29,186,2018
"Randolph County, Missouri",45.6,29,175,2018
"Franklin County, Missouri",38.8,29,071,2018
"Howard County, Missouri",23.8,29,089,2018
"Jackson County, Missouri",44.0,29,095,2018
"Miller County, Missouri",48.6,29,131,2018
"Pulaski County, Missouri",20.8,29,169,2018
"Putnam County, Missouri",-666666666.0,29,171,2018
"Taney County, Missouri",27.9,29,213,2018
"Texas County, Missouri",40.3,29,215,2018
"Buchanan County, Missouri",48.2,29,021,2018
"Caldwell County, Missouri",35.6,29,025,2018
"Callaway County, Missouri",55.5,29,027,2018
"Cass County, Missouri",43.5,29,037,2018
"Clinton County, Missouri",29.9,29,049,2018
"Cooper County, Missouri",56.4,29,053,2018
"Dallas County, Missouri",27.3,29,059,2018
"Gentry County, Missouri",33.8,29,075,2018
"Hickory County, Missouri",19.5,29,085,2018
"Lincoln County, Missouri",31.2,29,113,2018
"Mississippi County, Missouri",57.7,29,133,2018
"Monroe County, Missouri",-666666666.0,29,137,2018
"Newton County, Missouri",35.0,29,145,2018
"Ozark County, Missouri",27.5,29,153,2018
"Pike County, Missouri",30.8,29,163,2018
"St. Charles County, Missouri",37.5,29,183,2018
"Custer County, Montana",20.3,30,017,2018
"Hill County, Montana",23.5,30,041,2018
"Powder River County, Montana",49.4,30,075,2018
"Park County, Montana",60.4,30,067,2018
"Roosevelt County, Montana",24.9,30,085,2018
"Blaine County, Montana",26.1,30,005,2018
"Liberty County, Montana",-666666666.0,30,051,2018
"Richland County, Montana",46.0,30,083,2018
"Teton County, Montana",59.7,30,099,2018
"Toole County, Montana",39.4,30,101,2018
"Fallon County, Montana",6.9,30,025,2018
"Daniels County, Montana",39.5,30,019,2018
"Judith Basin County, Montana",25.7,30,045,2018
"Silver Bow County, Montana",35.5,30,093,2018
"Deer Lodge County, Montana",21.8,30,023,2018
"Jefferson County, Montana",26.3,30,043,2018
"McCone County, Montana",24.1,30,055,2018
"Wheatland County, Montana",43.5,30,107,2018
"Rosebud County, Montana",23.6,30,087,2018
"Carter County, Montana",79.8,30,011,2018
"Dawson County, Montana",19.5,30,021,2018
"Broadwater County, Montana",26.7,30,007,2018
"Lake County, Montana",28.7,30,047,2018
"Pondera County, Montana",26.3,30,073,2018
"Yellowstone County, Montana",27.3,30,111,2018
"Ravalli County, Montana",39.8,30,081,2018
"Valley County, Montana",25.9,30,105,2018
"Fergus County, Montana",46.8,30,027,2018
"Mineral County, Montana",52.6,30,061,2018
"Petroleum County, Montana",-666666666.0,30,069,2018
"Sanders County, Montana",55.4,30,089,2018
"Flathead County, Montana",38.5,30,029,2018
"Wibaux County, Montana",-666666666.0,30,109,2018
"Meagher County, Montana",56.1,30,059,2018
"Carbon County, Montana",47.7,30,009,2018
"Phillips County, Montana",40.4,30,071,2018
"Adams County, Nebraska",20.0,31,001,2018
"Lancaster County, Nebraska",32.3,31,109,2018
"Boone County, Nebraska",-666666666.0,31,011,2018
"Rock County, Nebraska",-666666666.0,31,149,2018
"Banner County, Nebraska",-666666666.0,31,007,2018
"Sherman County, Nebraska",-666666666.0,31,163,2018
"Richardson County, Nebraska",32.4,31,147,2018
"Howard County, Nebraska",-666666666.0,31,093,2018
"Holt County, Nebraska",42.7,31,089,2018
"Furnas County, Nebraska",-666666666.0,31,065,2018
"Gosper County, Nebraska",-666666666.0,31,073,2018
"Saline County, Nebraska",29.0,31,151,2018
"Sarpy County, Nebraska",30.5,31,153,2018
"Thurston County, Nebraska",20.9,31,173,2018
"Washington County, Nebraska",49.3,31,177,2018
"Boyd County, Nebraska",48.3,31,015,2018
"Cherry County, Nebraska",10.2,31,031,2018
"Dodge County, Nebraska",20.9,31,053,2018
"Fillmore County, Nebraska",17.6,31,059,2018
"Garden County, Nebraska",-666666666.0,31,069,2018
"Hooker County, Nebraska",-666666666.0,31,091,2018
"Morrill County, Nebraska",35.3,31,123,2018
"Nemaha County, Nebraska",13.4,31,127,2018
"Seward County, Nebraska",64.2,31,159,2018
"Thomas County, Nebraska",-666666666.0,31,171,2018
"Dakota County, Nebraska",21.2,31,043,2018
"Webster County, Nebraska",-666666666.0,31,181,2018
"Antelope County, Nebraska",27.6,31,003,2018
"Butler County, Nebraska",48.5,31,023,2018
"Clay County, Nebraska",58.3,31,035,2018
"Custer County, Nebraska",18.2,31,041,2018
"Gage County, Nebraska",35.9,31,067,2018
"Hamilton County, Nebraska",24.6,31,081,2018
"Kearney County, Nebraska",5.7,31,099,2018
"Keith County, Nebraska",65.1,31,101,2018
"Madison County, Nebraska",22.0,31,119,2018
"Perkins County, Nebraska",-666666666.0,31,135,2018
"Saunders County, Nebraska",35.2,31,155,2018
"Wayne County, Nebraska",25.7,31,179,2018
"Keya Paha County, Nebraska",-666666666.0,31,103,2018
"Knox County, Nebraska",23.6,31,107,2018
"Lincoln County, Nebraska",42.1,31,111,2018
"Pierce County, Nebraska",33.7,31,139,2018
"Sioux County, Nebraska",-666666666.0,31,165,2018
"Cass County, Nebraska",47.7,31,025,2018
"Dixon County, Nebraska",23.8,31,051,2018
"Dundy County, Nebraska",-666666666.0,31,057,2018
"Greeley County, Nebraska",-666666666.0,31,077,2018
"Hall County, Nebraska",44.6,31,079,2018
"Otoe County, Nebraska",25.2,31,131,2018
"Red Willow County, Nebraska",-666666666.0,31,145,2018
"Dawes County, Nebraska",31.1,31,045,2018
"Cheyenne County, Nebraska",54.4,31,033,2018
"Dawson County, Nebraska",47.0,31,047,2018
"Valley County, Nebraska",-666666666.0,31,175,2018
"McPherson County, Nebraska",-666666666.0,31,117,2018
"Nance County, Nebraska",33.5,31,125,2018
"Stanton County, Nebraska",-666666666.0,31,167,2018
"Harlan County, Nebraska",52.4,31,083,2018
"Blaine County, Nebraska",-666666666.0,31,009,2018
"Buffalo County, Nebraska",41.8,31,019,2018
"Deuel County, Nebraska",27.9,31,049,2018
"Hitchcock County, Nebraska",-666666666.0,31,087,2018
"Platte County, Nebraska",18.7,31,141,2018
"Thayer County, Nebraska",61.4,31,169,2018
"Box Butte County, Nebraska",50.1,31,013,2018
"Churchill County, Nevada",40.8,32,001,2018
"Douglas County, Nevada",34.0,32,005,2018
"Pershing County, Nevada",35.1,32,027,2018
"Esmeralda County, Nevada",-666666666.0,32,009,2018
"Humboldt County, Nevada",27.8,32,013,2018
"Mineral County, Nevada",30.1,32,021,2018
"White Pine County, Nevada",32.5,32,033,2018
"Elko County, Nevada",33.1,32,007,2018
"Lincoln County, Nevada",-666666666.0,32,017,2018
"Nye County, Nevada",46.6,32,023,2018
"Storey County, Nevada",46.9,32,029,2018
"Washoe County, Nevada",35.7,32,031,2018
"Clark County, Nevada",34.0,32,003,2018
"Carson City, Nevada",34.7,32,510,2018
"Lyon County, Nevada",32.5,32,019,2018
"Cheshire County, New Hampshire",41.1,33,005,2018
"Merrimack County, New Hampshire",34.6,33,013,2018
"Grafton County, New Hampshire",42.6,33,009,2018
"Rockingham County, New Hampshire",37.5,33,015,2018
"Belknap County, New Hampshire",50.9,33,001,2018
"Sullivan County, New Hampshire",49.5,33,019,2018
"Hillsborough County, New Hampshire",45.5,33,011,2018
"Strafford County, New Hampshire",49.6,33,017,2018
"Coos County, New Hampshire",51.4,33,007,2018
"Carroll County, New Hampshire",46.5,33,003,2018
"Monmouth County, New Jersey",36.2,34,025,2018
"Sussex County, New Jersey",34.6,34,037,2018
"Cumberland County, New Jersey",44.1,34,011,2018
"Essex County, New Jersey",37.9,34,013,2018
"Ocean County, New Jersey",57.8,34,029,2018
"Gloucester County, New Jersey",29.5,34,015,2018
"Salem County, New Jersey",59.5,34,033,2018
"Passaic County, New Jersey",29.3,34,031,2018
"Camden County, New Jersey",40.4,34,007,2018
"Bergen County, New Jersey",45.4,34,003,2018
"Warren County, New Jersey",48.3,34,041,2018
"Hudson County, New Jersey",39.3,34,017,2018
"Burlington County, New Jersey",34.0,34,005,2018
"Morris County, New Jersey",39.9,34,027,2018
"Rio Arriba County, New Mexico",34.2,35,039,2018
"San Miguel County, New Mexico",39.5,35,047,2018
"Torrance County, New Mexico",33.0,35,057,2018
"Otero County, New Mexico",29.2,35,035,2018
"Cibola County, New Mexico",32.5,35,006,2018
"Guadalupe County, New Mexico",52.2,35,019,2018
"Catron County, New Mexico",-666666666.0,35,003,2018
"Grant County, New Mexico",41.2,35,017,2018
"Luna County, New Mexico",40.5,35,029,2018
"McKinley County, New Mexico",30.1,35,031,2018
"Taos County, New Mexico",43.3,35,055,2018
"Colfax County, New Mexico",47.5,35,007,2018
"Eddy County, New Mexico",29.4,35,015,2018
"Mora County, New Mexico",-666666666.0,35,033,2018
"Quay County, New Mexico",43.2,35,037,2018
"Lincoln County, New Mexico",38.6,35,027,2018
"Lea County, New Mexico",34.6,35,025,2018
"Santa Fe County, New Mexico",33.9,35,049,2018
"Sierra County, New Mexico",27.6,35,051,2018
"Socorro County, New Mexico",40.6,35,053,2018
"Doña Ana County, New Mexico",30.2,35,013,2018
"Schoharie County, New York",26.7,36,095,2018
"Onondaga County, New York",45.2,36,067,2018
"Clinton County, New York",42.7,36,019,2018
"Seneca County, New York",31.8,36,099,2018
"Putnam County, New York",44.3,36,079,2018
"Franklin County, New York",36.6,36,033,2018
"Ontario County, New York",25.7,36,069,2018
"Queens County, New York",39.7,36,081,2018
"Steuben County, New York",52.2,36,101,2018
"Hamilton County, New York",2.6,36,041,2018
"Washington County, New York",37.9,36,115,2018
"Chautauqua County, New York",32.7,36,013,2018
"Kings County, New York",35.5,36,047,2018
"New York County, New York",42.9,36,061,2018
"Tioga County, New York",43.3,36,107,2018
"Cayuga County, New York",34.2,36,011,2018
"Orleans County, New York",37.6,36,073,2018
"Saratoga County, New York",42.1,36,091,2018
"Rockland County, New York",41.4,36,087,2018
"Columbia County, New York",64.1,36,021,2018
"Lewis County, New York",29.8,36,049,2018
"Niagara County, New York",36.0,36,063,2018
"Westchester County, New York",34.5,36,119,2018
"Delaware County, New York",24.9,36,025,2018
"Essex County, New York",62.3,36,031,2018
"Montgomery County, New York",45.1,36,057,2018
"Nassau County, New York",31.3,36,059,2018
"Richmond County, New York",39.3,36,085,2018
"Schuyler County, New York",66.5,36,097,2018
"Tompkins County, New York",20.8,36,109,2018
"Chenango County, New York",33.9,36,017,2018
"Cortland County, New York",28.7,36,023,2018
"Jefferson County, New York",26.7,36,045,2018
"Oneida County, New York",42.2,36,065,2018
"Suffolk County, New York",33.4,36,103,2018
"Wyoming County, New York",47.0,36,121,2018
"Chemung County, New York",3.4,36,015,2018
"Oswego County, New York",48.9,36,075,2018
"Otsego County, New York",46.5,36,077,2018
"Wayne County, New York",47.4,36,117,2018
"Albany County, New York",39.8,36,001,2018
"Broome County, New York",48.0,36,007,2018
"Erie County, New York",35.7,36,029,2018
"Madison County, New York",36.7,36,053,2018
"Sullivan County, New York",50.1,36,105,2018
"Mitchell County, North Carolina",68.4,37,121,2018
"Genesee County, New York",59.1,36,037,2018
"Orange County, New York",39.1,36,071,2018
"Greene County, North Carolina",45.4,37,079,2018
"Chowan County, North Carolina",40.2,37,041,2018
"Caldwell County, North Carolina",55.8,37,027,2018
"Catawba County, North Carolina",43.1,37,035,2018
"Craven County, North Carolina",22.5,37,049,2018
"Edgecombe County, North Carolina",30.0,37,065,2018
"Harnett County, North Carolina",33.4,37,085,2018
"Henderson County, North Carolina",49.2,37,089,2018
"Hyde County, North Carolina",-666666666.0,37,095,2018
"Mecklenburg County, North Carolina",40.0,37,119,2018
"Northampton County, North Carolina",39.3,37,131,2018
"Rowan County, North Carolina",29.2,37,159,2018
"Vance County, North Carolina",19.5,37,181,2018
"Currituck County, North Carolina",40.7,37,053,2018
"Union County, North Carolina",42.3,37,179,2018
"Forsyth County, North Carolina",38.8,37,067,2018
"Nash County, North Carolina",43.1,37,127,2018
"Bladen County, North Carolina",33.8,37,017,2018
"Dare County, North Carolina",47.1,37,055,2018
"Warren County, North Carolina",40.5,37,185,2018
"Wilson County, North Carolina",10.9,37,195,2018
"Bertie County, North Carolina",42.0,37,015,2018
"Gates County, North Carolina",39.5,37,073,2018
"Graham County, North Carolina",28.1,37,075,2018
"Martin County, North Carolina",65.1,37,117,2018
"Madison County, North Carolina",42.8,37,115,2018
"Pamlico County, North Carolina",42.8,37,137,2018
"Perquimans County, North Carolina",56.8,37,143,2018
"Polk County, North Carolina",-666666666.0,37,149,2018
"Randolph County, North Carolina",28.8,37,151,2018
"Rockingham County, North Carolina",41.8,37,157,2018
"Stokes County, North Carolina",57.7,37,169,2018
"Washington County, North Carolina",64.4,37,187,2018
"Camden County, North Carolina",-666666666.0,37,029,2018
"Clay County, North Carolina",-666666666.0,37,043,2018
"Cumberland County, North Carolina",34.8,37,051,2018
"Gaston County, North Carolina",41.9,37,071,2018
"Guilford County, North Carolina",35.3,37,081,2018
"Jackson County, North Carolina",37.3,37,099,2018
"Moore County, North Carolina",50.2,37,125,2018
"Robeson County, North Carolina",35.6,37,155,2018
"Stanly County, North Carolina",39.7,37,167,2018
"Wake County, North Carolina",33.4,37,183,2018
"Yancey County, North Carolina",22.0,37,199,2018
"Chatham County, North Carolina",54.7,37,037,2018
"McDowell County, North Carolina",37.6,37,111,2018
"Johnston County, North Carolina",40.4,37,101,2018
"Jones County, North Carolina",74.4,37,103,2018
"Person County, North Carolina",55.4,37,145,2018
"Brunswick County, North Carolina",47.7,37,019,2018
"Ashe County, North Carolina",23.8,37,009,2018
"Beaufort County, North Carolina",53.4,37,013,2018
"Lenoir County, North Carolina",57.7,37,107,2018
"Rutherford County, North Carolina",42.7,37,161,2018
"Lincoln County, North Carolina",38.7,37,109,2018
"Onslow County, North Carolina",28.0,37,133,2018
"Orange County, North Carolina",33.4,37,135,2018
"Sampson County, North Carolina",34.5,37,163,2018
"Yadkin County, North Carolina",36.1,37,197,2018
"Avery County, North Carolina",42.3,37,011,2018
"Burke County, North Carolina",23.9,37,023,2018
"Caswell County, North Carolina",23.4,37,033,2018
"Davie County, North Carolina",32.9,37,059,2018
"Duplin County, North Carolina",55.4,37,061,2018
"Durham County, North Carolina",42.9,37,063,2018
"Lee County, North Carolina",30.7,37,105,2018
"New Hanover County, North Carolina",24.7,37,129,2018
"Wayne County, North Carolina",53.1,37,191,2018
"Scotland County, North Carolina",32.6,37,165,2018
"Halifax County, North Carolina",36.5,37,083,2018
"Alamance County, North Carolina",47.6,37,001,2018
"Burke County, North Dakota",17.5,38,013,2018
"Mountrail County, North Dakota",26.4,38,061,2018
"Williams County, North Dakota",30.8,38,105,2018
"Billings County, North Dakota",-666666666.0,38,007,2018
"Kidder County, North Dakota",-666666666.0,38,043,2018
"Cavalier County, North Dakota",64.5,38,019,2018
"Grant County, North Dakota",43.5,38,037,2018
"Pembina County, North Dakota",52.4,38,067,2018
"Steele County, North Dakota",-666666666.0,38,091,2018
"Hettinger County, North Dakota",29.8,38,041,2018
"LaMoure County, North Dakota",37.0,38,045,2018
"Morton County, North Dakota",27.2,38,059,2018
"Cass County, North Dakota",28.5,38,017,2018
"Dunn County, North Dakota",30.1,38,025,2018
"Emmons County, North Dakota",-666666666.0,38,029,2018
"McIntosh County, North Dakota",42.5,38,051,2018
"Nelson County, North Dakota",73.5,38,063,2018
"Richland County, North Dakota",36.5,38,077,2018
"Rolette County, North Dakota",26.1,38,079,2018
"Walsh County, North Dakota",31.4,38,099,2018
"Adams County, North Dakota",14.5,38,001,2018
"Bottineau County, North Dakota",36.6,38,009,2018
"Barnes County, North Dakota",44.8,38,003,2018
"Eddy County, North Dakota",23.0,38,027,2018
"Grand Forks County, North Dakota",25.6,38,035,2018
"McKenzie County, North Dakota",24.4,38,053,2018
"Mercer County, North Dakota",30.1,38,057,2018
"McLean County, North Dakota",32.0,38,055,2018
"Pierce County, North Dakota",29.1,38,069,2018
"Ransom County, North Dakota",-666666666.0,38,073,2018
"Sioux County, North Dakota",25.8,38,085,2018
"Bowman County, North Dakota",50.4,38,011,2018
"Golden Valley County, North Dakota",33.3,38,033,2018
"Logan County, North Dakota",-666666666.0,38,047,2018
"Towner County, North Dakota",43.9,38,095,2018
"Stutsman County, North Dakota",31.8,38,093,2018
"Divide County, North Dakota",9.1,38,023,2018
"Foster County, North Dakota",19.9,38,031,2018
"Sargent County, North Dakota",24.0,38,081,2018
"Slope County, North Dakota",-666666666.0,38,087,2018
"Stark County, North Dakota",24.0,38,089,2018
"Gallia County, Ohio",25.9,39,053,2018
"Huron County, Ohio",56.5,39,077,2018
"Athens County, Ohio",18.7,39,009,2018
"Adams County, Ohio",57.9,39,001,2018
"Medina County, Ohio",50.6,39,103,2018
"Union County, Ohio",57.1,39,159,2018
"Champaign County, Ohio",53.2,39,021,2018
"Paulding County, Ohio",56.9,39,125,2018
"Greene County, Ohio",36.8,39,057,2018
"Franklin County, Ohio",37.7,39,049,2018
"Marion County, Ohio",33.5,39,101,2018
"Morgan County, Ohio",-666666666.0,39,115,2018
"Wayne County, Ohio",27.8,39,169,2018
"Wyandot County, Ohio",-666666666.0,39,175,2018
"Butler County, Ohio",28.0,39,017,2018
"Harrison County, Ohio",-666666666.0,39,067,2018
"Knox County, Ohio",27.3,39,083,2018
"Richland County, Ohio",48.5,39,139,2018
"Vinton County, Ohio",34.0,39,163,2018
"Hancock County, Ohio",24.8,39,063,2018
"Fairfield County, Ohio",41.9,39,045,2018
"Defiance County, Ohio",46.1,39,039,2018
"Henry County, Ohio",41.9,39,069,2018
"Jefferson County, Ohio",56.5,39,081,2018
"Putnam County, Ohio",55.7,39,137,2018
"Clinton County, Ohio",36.3,39,027,2018
"Fayette County, Ohio",-666666666.0,39,047,2018
"Pickaway County, Ohio",46.2,39,129,2018
"Logan County, Ohio",24.7,39,091,2018
"Summit County, Ohio",44.4,39,153,2018
"Sandusky County, Ohio",44.8,39,143,2018
"Shelby County, Ohio",38.5,39,149,2018
"Cottonwood County, Minnesota",24.0,27,033,2018
"Scott County, Minnesota",28.5,27,139,2018
"Dodge County, Minnesota",22.5,27,039,2018
"Wabasha County, Minnesota",37.9,27,157,2018
"Pipestone County, Minnesota",45.5,27,117,2018
"Crow Wing County, Minnesota",27.3,27,035,2018
"Norman County, Minnesota",33.5,27,107,2018
"Wright County, Minnesota",23.3,27,171,2018
"Nicollet County, Minnesota",24.4,27,103,2018
"Douglas County, Minnesota",57.3,27,041,2018
"Grant County, Minnesota",9.5,27,051,2018
"Kittson County, Minnesota",16.9,27,069,2018
"Le Sueur County, Minnesota",40.7,27,079,2018
"Mahnomen County, Minnesota",23.7,27,087,2018
"Chisago County, Minnesota",41.5,27,025,2018
"Redwood County, Minnesota",25.2,27,127,2018
"Yellow Medicine County, Minnesota",27.6,27,173,2018
"Todd County, Minnesota",29.2,27,153,2018
"Beltrami County, Minnesota",23.9,27,007,2018
"Blue Earth County, Minnesota",43.0,27,013,2018
"Houston County, Minnesota",39.0,27,055,2018
"Lac qui Parle County, Minnesota",49.0,27,073,2018
"Lake of the Woods County, Minnesota",-666666666.0,27,077,2018
"Otter Tail County, Minnesota",43.8,27,111,2018
"Waseca County, Minnesota",31.4,27,161,2018
"St. Louis County, Minnesota",32.8,27,137,2018
"Anoka County, Minnesota",35.1,27,003,2018
"Stearns County, Minnesota",31.8,27,145,2018
"Lincoln County, Minnesota",45.8,27,081,2018
"Marshall County, Minnesota",44.7,27,089,2018
"Mille Lacs County, Minnesota",30.6,27,095,2018
"Washington County, Minnesota",32.4,27,163,2018
"Carlton County, Minnesota",30.1,27,017,2018
"Kanabec County, Minnesota",42.2,27,065,2018
"Koochiching County, Minnesota",35.7,27,071,2018
"Red Lake County, Minnesota",43.3,27,125,2018
"Morrison County, Minnesota",50.1,27,097,2018
"Rice County, Minnesota",38.5,27,131,2018
"Steele County, Minnesota",7.8,27,147,2018
"Aitkin County, Minnesota",28.5,27,001,2018
"Faribault County, Minnesota",75.3,27,043,2018
"Murray County, Minnesota",54.4,27,101,2018
"Kandiyohi County, Minnesota",35.5,27,067,2018
"Lake County, Minnesota",54.2,27,075,2018
"Rock County, Minnesota",32.7,27,133,2018
"Sibley County, Minnesota",26.3,27,143,2018
"Traverse County, Minnesota",38.7,27,155,2018
"Becker County, Minnesota",29.3,27,005,2018
"Hennepin County, Minnesota",29.4,27,053,2018
"Brown County, Minnesota",39.5,27,015,2018
"Chippewa County, Minnesota",21.9,27,023,2018
"Clearwater County, Minnesota",29.6,27,029,2018
"Hubbard County, Minnesota",31.2,27,057,2018
"Isanti County, Minnesota",45.9,27,059,2018
"Martin County, Minnesota",49.5,27,091,2018
"Mower County, Minnesota",16.5,27,099,2018
"Pine County, Minnesota",33.4,27,115,2018
"Olmsted County, Minnesota",38.7,27,109,2018
"Wadena County, Minnesota",48.0,27,159,2018
"Benton County, Minnesota",42.3,27,009,2018
"Freeborn County, Minnesota",42.2,27,047,2018
"McLeod County, Minnesota",59.5,27,085,2018
"Pope County, Minnesota",55.5,27,121,2018
"Stevens County, Minnesota",23.9,27,149,2018
"Swift County, Minnesota",-666666666.0,27,151,2018
"Holmes County, Mississippi",-666666666.0,28,051,2018
"Amite County, Mississippi",-666666666.0,28,005,2018
"Calhoun County, Mississippi",-666666666.0,28,013,2018
"Tishomingo County, Mississippi",-666666666.0,28,141,2018
"Wayne County, Mississippi",80.2,28,153,2018
"Austin County, Texas",-666666666.0,48,015,2018
"Kenedy County, Texas",-666666666.0,48,261,2018
"Nueces County, Texas",36.3,48,355,2018
"Colorado County, Texas",54.8,48,089,2018
"San Patricio County, Texas",65.5,48,409,2018
"Rains County, Texas",51.4,48,379,2018
"Randall County, Texas",43.5,48,381,2018
"Real County, Texas",-666666666.0,48,385,2018
"San Saba County, Texas",-666666666.0,48,411,2018
"Schleicher County, Texas",-666666666.0,48,413,2018
