NAME,B19113F_001E,state,county,year
"Adams County, Mississippi",-666666666.0,28,001,2018
"Clay County, Mississippi",-666666666.0,28,025,2018
"Covington County, Mississippi",-666666666.0,28,031,2018
"Humphreys County, Mississippi",-666666666.0,28,053,2018
"Saline County, Missouri",-666666666.0,29,195,2018
"Madison County, Missouri",-666666666.0,29,123,2018
"Wright County, Missouri",-666666666.0,29,229,2018
"Vernon County, Missouri",-666666666.0,29,217,2018
"Nodaway County, Missouri",-666666666.0,29,147,2018
"Chariton County, Missouri",-666666666.0,29,041,2018
"Grundy County, Missouri",-666666666.0,29,079,2018
"Morgan County, Missouri",-666666666.0,29,141,2018
"Wayne County, Missouri",-666666666.0,29,223,2018
"Bollinger County, Missouri",-666666666.0,29,017,2018
"Cape Girardeau County, Missouri",-666666666.0,29,031,2018
"Shelby County, Missouri",-666666666.0,29,205,2018
"Webster County, Missouri",-666666666.0,29,225,2018
"Atchison County, Missouri",-666666666.0,29,005,2018
"Bates County, Missouri",-666666666.0,29,013,2018
"Benton County, Missouri",-666666666.0,29,015,2018
"Carter County, Missouri",-666666666.0,29,035,2018
"Dade County, Missouri",-666666666.0,29,057,2018
"Linn County, Missouri",-666666666.0,29,115,2018
"Howell County, Missouri",-666666666.0,29,091,2018
"Johnson County, Missouri",-666666666.0,29,101,2018
"Laclede County, Missouri",-666666666.0,29,105,2018
"Maries County, Missouri",-666666666.0,29,125,2018
"Phelps County, Missouri",-666666666.0,29,161,2018
"Platte County, Missouri",76081.0,29,165,2018
"St. Francois County, Missouri",-666666666.0,29,187,2018
"Andrew County, Missouri",-666666666.0,29,003,2018
"Carroll County, Missouri",-666666666.0,29,033,2018
"Daviess County, Missouri",-666666666.0,29,061,2018
"Knox County, Missouri",-666666666.0,29,103,2018
"Marion County, Missouri",-666666666.0,29,127,2018
"Osage County, Missouri",-666666666.0,29,151,2018
"Ripley County, Missouri",-666666666.0,29,181,2018
"Warren County, Missouri",-666666666.0,29,219,2018
"Audrain County, Missouri",85526.0,29,007,2018
"Christian County, Missouri",-666666666.0,29,043,2018
"Greene County, Missouri",40213.0,29,077,2018
"Harrison County, Missouri",-666666666.0,29,081,2018
"St. Clair County, Missouri",-666666666.0,29,185,2018
"Adair County, Missouri",-666666666.0,29,001,2018
"Scotland County, Missouri",-666666666.0,29,199,2018
"Sullivan County, Missouri",82778.0,29,211,2018
"Clark County, Missouri",-666666666.0,29,045,2018
"Jefferson County, Missouri",2499.0,29,099,2018
"Lewis County, Missouri",-666666666.0,29,111,2018
"New Madrid County, Missouri",-666666666.0,29,143,2018
"Perry County, Missouri",-666666666.0,29,157,2018
"Ralls County, Missouri",-666666666.0,29,173,2018
"Ray County, Missouri",-666666666.0,29,177,2018
"St. Louis County, Missouri",44125.0,29,189,2018
"Stone County, Missouri",46830.0,29,209,2018
"Barry County, Missouri",62712.0,29,009,2018
"Boone County, Missouri",-666666666.0,29,019,2018
"Cedar County, Missouri",-666666666.0,29,039,2018
"Crawford County, Missouri",-666666666.0,29,055,2018
"Iron County, Missouri",-666666666.0,29,093,2018
"Livingston County, Missouri",-666666666.0,29,117,2018
"Moniteau County, Missouri",-666666666.0,29,135,2018
"Oregon County, Missouri",-666666666.0,29,149,2018
"Dunklin County, Missouri",14609.0,29,069,2018
"Pettis County, Missouri",52526.0,29,159,2018
"Ste. Genevieve County, Missouri",-666666666.0,29,186,2018
"Randolph County, Missouri",-666666666.0,29,175,2018
"Franklin County, Missouri",-666666666.0,29,071,2018
"Howard County, Missouri",-666666666.0,29,089,2018
"Jackson County, Missouri",33212.0,29,095,2018
"Miller County, Missouri",-666666666.0,29,131,2018
"Pulaski County, Missouri",55383.0,29,169,2018
"Putnam County, Missouri",-666666666.0,29,171,2018
"Taney County, Missouri",32466.0,29,213,2018
"Texas County, Missouri",-666666666.0,29,215,2018
"Buchanan County, Missouri",73326.0,29,021,2018
"Caldwell County, Missouri",-666666666.0,29,025,2018
"Callaway County, Missouri",-666666666.0,29,027,2018
"Cass County, Missouri",96696.0,29,037,2018
"Clinton County, Missouri",-666666666.0,29,049,2018
"Cooper County, Missouri",24583.0,29,053,2018
"Dallas County, Missouri",-666666666.0,29,059,2018
"Gentry County, Missouri",-666666666.0,29,075,2018
"Hickory County, Missouri",-666666666.0,29,085,2018
"Lincoln County, Missouri",-666666666.0,29,113,2018
"Mississippi County, Missouri",-666666666.0,29,133,2018
"Monroe County, Missouri",-666666666.0,29,137,2018
"Newton County, Missouri",-666666666.0,29,145,2018
"Ozark County, Missouri",-666666666.0,29,153,2018
"Pike County, Missouri",-666666666.0,29,163,2018
"St. Charles County, Missouri",42583.0,29,183,2018
"Custer County, Montana",-666666666.0,30,017,2018
"Hill County, Montana",-666666666.0,30,041,2018
"Powder River County, Montana",-666666666.0,30,075,2018
"Park County, Montana",95375.0,30,067,2018
"Roosevelt County, Montana",-666666666.0,30,085,2018
"Blaine County, Montana",59583.0,30,005,2018
"Liberty County, Montana",-666666666.0,30,051,2018
"Richland County, Montana",-666666666.0,30,083,2018
"Teton County, Montana",-666666666.0,30,099,2018
"Toole County, Montana",-666666666.0,30,101,2018
"Fallon County, Montana",-666666666.0,30,025,2018
"Daniels County, Montana",-666666666.0,30,019,2018
"Judith Basin County, Montana",-666666666.0,30,045,2018
"Silver Bow County, Montana",-666666666.0,30,093,2018
"Deer Lodge County, Montana",-666666666.0,30,023,2018
"Jefferson County, Montana",-666666666.0,30,043,2018
"McCone County, Montana",-666666666.0,30,055,2018
"Wheatland County, Montana",-666666666.0,30,107,2018
"Rosebud County, Montana",-666666666.0,30,087,2018
"Carter County, Montana",-666666666.0,30,011,2018
"Dawson County, Montana",-666666666.0,30,021,2018
"Broadwater County, Montana",-666666666.0,30,007,2018
"Lake County, Montana",58864.0,30,047,2018
"Pondera County, Montana",-666666666.0,30,073,2018
"Yellowstone County, Montana",74211.0,30,111,2018
"Ravalli County, Montana",-666666666.0,30,081,2018
"Valley County, Montana",-666666666.0,30,105,2018
"Fergus County, Montana",-666666666.0,30,027,2018
"Mineral County, Montana",-666666666.0,30,061,2018
"Petroleum County, Montana",-666666666.0,30,069,2018
"Sanders County, Montana",-666666666.0,30,089,2018
"Flathead County, Montana",93769.0,30,029,2018
"Wibaux County, Montana",-666666666.0,30,109,2018
"Meagher County, Montana",-666666666.0,30,059,2018
"Carbon County, Montana",-666666666.0,30,009,2018
"Phillips County, Montana",-666666666.0,30,071,2018
"Adams County, Nebraska",46927.0,31,001,2018
"Lancaster County, Nebraska",36927.0,31,109,2018
"Boone County, Nebraska",-666666666.0,31,011,2018
"Rock County, Nebraska",-666666666.0,31,149,2018
"Banner County, Nebraska",-666666666.0,31,007,2018
"Sherman County, Nebraska",70250.0,31,163,2018
"Richardson County, Nebraska",-666666666.0,31,147,2018
"Howard County, Nebraska",68690.0,31,093,2018
"Holt County, Nebraska",-666666666.0,31,089,2018
"Furnas County, Nebraska",-666666666.0,31,065,2018
"Gosper County, Nebraska",-666666666.0,31,073,2018
"Saline County, Nebraska",42634.0,31,151,2018
"Sarpy County, Nebraska",65795.0,31,153,2018
"Thurston County, Nebraska",-666666666.0,31,173,2018
"Washington County, Nebraska",-666666666.0,31,177,2018
"Boyd County, Nebraska",-666666666.0,31,015,2018
"Cherry County, Nebraska",-666666666.0,31,031,2018
"Dodge County, Nebraska",46296.0,31,053,2018
"Fillmore County, Nebraska",-666666666.0,31,059,2018
"Garden County, Nebraska",-666666666.0,31,069,2018
"Hooker County, Nebraska",-666666666.0,31,091,2018
"Morrill County, Nebraska",44792.0,31,123,2018
"Nemaha County, Nebraska",-666666666.0,31,127,2018
"Seward County, Nebraska",57969.0,31,159,2018
"Thomas County, Nebraska",-666666666.0,31,171,2018
"Dakota County, Nebraska",54950.0,31,043,2018
"Webster County, Nebraska",-666666666.0,31,181,2018
"Antelope County, Nebraska",41250.0,31,003,2018
"Butler County, Nebraska",77250.0,31,023,2018
"Clay County, Nebraska",69375.0,31,035,2018
"Custer County, Nebraska",-666666666.0,31,041,2018
"Gage County, Nebraska",-666666666.0,31,067,2018
"Hamilton County, Nebraska",-666666666.0,31,081,2018
"Kearney County, Nebraska",-666666666.0,31,099,2018
"Keith County, Nebraska",-666666666.0,31,101,2018
"Madison County, Nebraska",51471.0,31,119,2018
"Perkins County, Nebraska",-666666666.0,31,135,2018
"Saunders County, Nebraska",-666666666.0,31,155,2018
"Wayne County, Nebraska",-666666666.0,31,179,2018
"Keya Paha County, Nebraska",-666666666.0,31,103,2018
"Knox County, Nebraska",-666666666.0,31,107,2018
"Lincoln County, Nebraska",-666666666.0,31,111,2018
"Pierce County, Nebraska",-666666666.0,31,139,2018
"Sioux County, Nebraska",-666666666.0,31,165,2018
"Cass County, Nebraska",175795.0,31,025,2018
"Dixon County, Nebraska",120489.0,31,051,2018
"Dundy County, Nebraska",-666666666.0,31,057,2018
"Greeley County, Nebraska",-666666666.0,31,077,2018
"Hall County, Nebraska",39442.0,31,079,2018
"Otoe County, Nebraska",53625.0,31,131,2018
"Red Willow County, Nebraska",-666666666.0,31,145,2018
"Dawes County, Nebraska",-666666666.0,31,045,2018
"Cheyenne County, Nebraska",-666666666.0,31,033,2018
"Dawson County, Nebraska",34563.0,31,047,2018
"Valley County, Nebraska",-666666666.0,31,175,2018
"McPherson County, Nebraska",-666666666.0,31,117,2018
"Nance County, Nebraska",-666666666.0,31,125,2018
"Stanton County, Nebraska",-666666666.0,31,167,2018
"Harlan County, Nebraska",-666666666.0,31,083,2018
"Blaine County, Nebraska",-666666666.0,31,009,2018
"Buffalo County, Nebraska",54137.0,31,019,2018
"Deuel County, Nebraska",-666666666.0,31,049,2018
"Hitchcock County, Nebraska",-666666666.0,31,087,2018
"Platte County, Nebraska",80519.0,31,141,2018
"Thayer County, Nebraska",-666666666.0,31,169,2018
"Box Butte County, Nebraska",111023.0,31,013,2018
"Churchill County, Nevada",2499.0,32,001,2018
"Douglas County, Nevada",37241.0,32,005,2018
"Pershing County, Nevada",-666666666.0,32,027,2018
"Esmeralda County, Nevada",-666666666.0,32,009,2018
"Humboldt County, Nevada",64000.0,32,013,2018
"Mineral County, Nevada",-666666666.0,32,021,2018
"White Pine County, Nevada",2499.0,32,033,2018
"Elko County, Nevada",67639.0,32,007,2018
"Lincoln County, Nevada",-666666666.0,32,017,2018
"Nye County, Nevada",55742.0,32,023,2018
"Storey County, Nevada",-666666666.0,32,029,2018
"Washoe County, Nevada",50807.0,32,031,2018
"Clark County, Nevada",47304.0,32,003,2018
"Carson City, Nevada",46296.0,32,510,2018
"Lyon County, Nevada",-666666666.0,32,019,2018
"Cheshire County, New Hampshire",31532.0,33,005,2018
"Merrimack County, New Hampshire",90938.0,33,013,2018
"Grafton County, New Hampshire",46071.0,33,009,2018
"Rockingham County, New Hampshire",-666666666.0,33,015,2018
"Belknap County, New Hampshire",-666666666.0,33,001,2018
"Sullivan County, New Hampshire",-666666666.0,33,019,2018
"Hillsborough County, New Hampshire",73047.0,33,011,2018
"Strafford County, New Hampshire",48056.0,33,017,2018
"Coos County, New Hampshire",-666666666.0,33,007,2018
"Carroll County, New Hampshire",-666666666.0,33,003,2018
"Monmouth County, New Jersey",51033.0,34,025,2018
"Sussex County, New Jersey",70393.0,34,037,2018
"Cumberland County, New Jersey",37962.0,34,011,2018
"Essex County, New Jersey",40556.0,34,013,2018
"Ocean County, New Jersey",53608.0,34,029,2018
"Gloucester County, New Jersey",56154.0,34,015,2018
"Salem County, New Jersey",-666666666.0,34,033,2018
"Passaic County, New Jersey",44783.0,34,031,2018
"Camden County, New Jersey",37849.0,34,007,2018
"Bergen County, New Jersey",64617.0,34,003,2018
"Warren County, New Jersey",47738.0,34,041,2018
"Hudson County, New Jersey",48539.0,34,017,2018
"Burlington County, New Jersey",75169.0,34,005,2018
"Morris County, New Jersey",62011.0,34,027,2018
"Rio Arriba County, New Mexico",,35,039,2018
"San Miguel County, New Mexico",33266.0,35,047,2018
"Torrance County, New Mexico",28542.0,35,057,2018
"Otero County, New Mexico",38214.0,35,035,2018
"Cibola County, New Mexico",55263.0,35,006,2018
"Guadalupe County, New Mexico",61250.0,35,019,2018
"Catron County, New Mexico",-666666666.0,35,003,2018
"Grant County, New Mexico",52917.0,35,017,2018
"Luna County, New Mexico",-666666666.0,35,029,2018
"McKinley County, New Mexico",68071.0,35,031,2018
"Taos County, New Mexico",49009.0,35,055,2018
"Colfax County, New Mexico",40909.0,35,007,2018
"Eddy County, New Mexico",51864.0,35,015,2018
"Mora County, New Mexico",33271.0,35,033,2018
"Quay County, New Mexico",33155.0,35,037,2018
"Lincoln County, New Mexico",-666666666.0,35,027,2018
"Lea County, New Mexico",59500.0,35,025,2018
"Santa Fe County, New Mexico",47712.0,35,049,2018
"Sierra County, New Mexico",29688.0,35,051,2018
"Socorro County, New Mexico",30000.0,35,053,2018
"Doña Ana County, New Mexico",31397.0,35,013,2018
"Schoharie County, New York",-666666666.0,36,095,2018
"Onondaga County, New York",33269.0,36,067,2018
"Clinton County, New York",-666666666.0,36,019,2018
"Seneca County, New York",36542.0,36,099,2018
"Putnam County, New York",77287.0,36,079,2018
"Franklin County, New York",54261.0,36,033,2018
"Ontario County, New York",40134.0,36,069,2018
"Queens County, New York",54238.0,36,081,2018
"Steuben County, New York",58250.0,36,101,2018
"Hamilton County, New York",-666666666.0,36,041,2018
"Washington County, New York",53333.0,36,115,2018
"Chautauqua County, New York",24800.0,36,013,2018
"Kings County, New York",38190.0,36,047,2018
"New York County, New York",37579.0,36,061,2018
"Tioga County, New York",-666666666.0,36,107,2018
"Cayuga County, New York",30313.0,36,011,2018
"Orleans County, New York",17398.0,36,073,2018
"Saratoga County, New York",79655.0,36,091,2018
"Rockland County, New York",53336.0,36,087,2018
"Columbia County, New York",25517.0,36,021,2018
"Lewis County, New York",-666666666.0,36,049,2018
"Niagara County, New York",43073.0,36,063,2018
"Westchester County, New York",54652.0,36,119,2018
"Delaware County, New York",2499.0,36,025,2018
"Essex County, New York",250001.0,36,031,2018
"Montgomery County, New York",27260.0,36,057,2018
"Nassau County, New York",66556.0,36,059,2018
"Richmond County, New York",63203.0,36,085,2018
"Schuyler County, New York",-666666666.0,36,097,2018
"Tompkins County, New York",-666666666.0,36,109,2018
"Chenango County, New York",70096.0,36,017,2018
"Cortland County, New York",-666666666.0,36,023,2018
"Jefferson County, New York",43777.0,36,045,2018
"Oneida County, New York",22090.0,36,065,2018
"Suffolk County, New York",72845.0,36,103,2018
"Wyoming County, New York",34000.0,36,121,2018
"Chemung County, New York",59107.0,36,015,2018
"Oswego County, New York",5372.0,36,075,2018
"Otsego County, New York",-666666666.0,36,077,2018
"Wayne County, New York",49063.0,36,117,2018
"Albany County, New York",40556.0,36,001,2018
"Broome County, New York",20417.0,36,007,2018
"Erie County, New York",22126.0,36,029,2018
"Madison County, New York",-666666666.0,36,053,2018
"Sullivan County, New York",40229.0,36,105,2018
"Mitchell County, North Carolina",-666666666.0,37,121,2018
"Genesee County, New York",33203.0,36,037,2018
"Orange County, New York",63666.0,36,071,2018
"Greene County, North Carolina",31635.0,37,079,2018
"Chowan County, North Carolina",-666666666.0,37,041,2018
"Caldwell County, North Carolina",23304.0,37,027,2018
"Catawba County, North Carolina",31268.0,37,035,2018
"Craven County, North Carolina",52984.0,37,049,2018
"Edgecombe County, North Carolina",30018.0,37,065,2018
"Harnett County, North Carolina",37446.0,37,085,2018
"Henderson County, North Carolina",41875.0,37,089,2018
"Hyde County, North Carolina",-666666666.0,37,095,2018
"Mecklenburg County, North Carolina",38457.0,37,119,2018
"Northampton County, North Carolina",58214.0,37,131,2018
"Rowan County, North Carolina",33302.0,37,159,2018
"Vance County, North Carolina",32250.0,37,181,2018
"Currituck County, North Carolina",55568.0,37,053,2018
"Union County, North Carolina",49939.0,37,179,2018
"Forsyth County, North Carolina",33798.0,37,067,2018
"Nash County, North Carolina",41250.0,37,127,2018
"Bladen County, North Carolina",-666666666.0,37,017,2018
"Dare County, North Carolina",-666666666.0,37,055,2018
"Warren County, North Carolina",-666666666.0,37,185,2018
"Wilson County, North Carolina",23646.0,37,195,2018
"Bertie County, North Carolina",-666666666.0,37,015,2018
"Gates County, North Carolina",-666666666.0,37,073,2018
"Graham County, North Carolina",-666666666.0,37,075,2018
"Martin County, North Carolina",2499.0,37,117,2018
"Madison County, North Carolina",-666666666.0,37,115,2018
"Pamlico County, North Carolina",29063.0,37,137,2018
"Perquimans County, North Carolina",-666666666.0,37,143,2018
"Polk County, North Carolina",42019.0,37,149,2018
"Randolph County, North Carolina",33784.0,37,151,2018
"Rockingham County, North Carolina",25234.0,37,157,2018
"Stokes County, North Carolina",-666666666.0,37,169,2018
"Washington County, North Carolina",-666666666.0,37,187,2018
"Camden County, North Carolina",-666666666.0,37,029,2018
"Clay County, North Carolina",-666666666.0,37,043,2018
"Cumberland County, North Carolina",34106.0,37,051,2018
"Gaston County, North Carolina",32545.0,37,071,2018
"Guilford County, North Carolina",40368.0,37,081,2018
"Jackson County, North Carolina",31042.0,37,099,2018
"Moore County, North Carolina",-666666666.0,37,125,2018
"Robeson County, North Carolina",30841.0,37,155,2018
"Stanly County, North Carolina",-666666666.0,37,167,2018
"Wake County, North Carolina",41848.0,37,183,2018
"Yancey County, North Carolina",-666666666.0,37,199,2018
"Chatham County, North Carolina",32292.0,37,037,2018
"McDowell County, North Carolina",31406.0,37,111,2018
"Johnston County, North Carolina",27669.0,37,101,2018
"Jones County, North Carolina",-666666666.0,37,103,2018
"Person County, North Carolina",21512.0,37,145,2018
"Brunswick County, North Carolina",41534.0,37,019,2018
"Ashe County, North Carolina",-666666666.0,37,009,2018
"Beaufort County, North Carolina",31890.0,37,013,2018
"Lenoir County, North Carolina",-666666666.0,37,107,2018
"Rutherford County, North Carolina",73316.0,37,161,2018
"Lincoln County, North Carolina",33490.0,37,109,2018
"Onslow County, North Carolina",38137.0,37,133,2018
"Orange County, North Carolina",37220.0,37,135,2018
"Sampson County, North Carolina",38917.0,37,163,2018
"Yadkin County, North Carolina",34315.0,37,197,2018
"Avery County, North Carolina",-666666666.0,37,011,2018
"Burke County, North Carolina",23750.0,37,023,2018
"Caswell County, North Carolina",-666666666.0,37,033,2018
"Davie County, North Carolina",-666666666.0,37,059,2018
"Duplin County, North Carolina",28309.0,37,061,2018
"Durham County, North Carolina",41935.0,37,063,2018
"Lee County, North Carolina",46125.0,37,105,2018
"New Hanover County, North Carolina",34503.0,37,129,2018
"Wayne County, North Carolina",29010.0,37,191,2018
"Scotland County, North Carolina",42500.0,37,165,2018
"Halifax County, North Carolina",41250.0,37,083,2018
"Alamance County, North Carolina",34861.0,37,001,2018
"Burke County, North Dakota",-666666666.0,38,013,2018
"Mountrail County, North Dakota",114028.0,38,061,2018
"Williams County, North Dakota",-666666666.0,38,105,2018
"Billings County, North Dakota",-666666666.0,38,007,2018
"Kidder County, North Dakota",-666666666.0,38,043,2018
"Cavalier County, North Dakota",-666666666.0,38,019,2018
"Grant County, North Dakota",-666666666.0,38,037,2018
"Pembina County, North Dakota",-666666666.0,38,067,2018
"Steele County, North Dakota",-666666666.0,38,091,2018
"Hettinger County, North Dakota",-666666666.0,38,041,2018
"LaMoure County, North Dakota",-666666666.0,38,045,2018
"Morton County, North Dakota",-666666666.0,38,059,2018
"Cass County, North Dakota",-666666666.0,38,017,2018
"Dunn County, North Dakota",-666666666.0,38,025,2018
"Emmons County, North Dakota",-666666666.0,38,029,2018
"McIntosh County, North Dakota",-666666666.0,38,051,2018
"Nelson County, North Dakota",-666666666.0,38,063,2018
"Richland County, North Dakota",-666666666.0,38,077,2018
"Rolette County, North Dakota",35735.0,38,079,2018
"Walsh County, North Dakota",81250.0,38,099,2018
"Adams County, North Dakota",-666666666.0,38,001,2018
"Bottineau County, North Dakota",-666666666.0,38,009,2018
"Barnes County, North Dakota",-666666666.0,38,003,2018
"Eddy County, North Dakota",-666666666.0,38,027,2018
"Grand Forks County, North Dakota",60588.0,38,035,2018
"McKenzie County, North Dakota",-666666666.0,38,053,2018
"Mercer County, North Dakota",-666666666.0,38,057,2018
"McLean County, North Dakota",-666666666.0,38,055,2018
"Pierce County, North Dakota",-666666666.0,38,069,2018
"Ransom County, North Dakota",-666666666.0,38,073,2018
"Sioux County, North Dakota",-666666666.0,38,085,2018
"Bowman County, North Dakota",-666666666.0,38,011,2018
"Golden Valley County, North Dakota",-666666666.0,38,033,2018
"Logan County, North Dakota",-666666666.0,38,047,2018
"Towner County, North Dakota",-666666666.0,38,095,2018
"Stutsman County, North Dakota",-666666666.0,38,093,2018
"Divide County, North Dakota",-666666666.0,38,023,2018
"Foster County, North Dakota",-666666666.0,38,031,2018
"Sargent County, North Dakota",-666666666.0,38,081,2018
"Slope County, North Dakota",-666666666.0,38,087,2018
"Stark County, North Dakota",-666666666.0,38,089,2018
"Gallia County, Ohio",-666666666.0,39,053,2018
"Huron County, Ohio",36786.0,39,077,2018
"Athens County, Ohio",-666666666.0,39,009,2018
"Adams County, Ohio",-666666666.0,39,001,2018
"Medina County, Ohio",-666666666.0,39,103,2018
"Union County, Ohio",-666666666.0,39,159,2018
"Champaign County, Ohio",-666666666.0,39,021,2018
"Paulding County, Ohio",-666666666.0,39,125,2018
"Greene County, Ohio",74583.0,39,057,2018
"Franklin County, Ohio",40888.0,39,049,2018
"Marion County, Ohio",27361.0,39,101,2018
"Morgan County, Ohio",-666666666.0,39,115,2018
"Wayne County, Ohio",-666666666.0,39,169,2018
"Wyandot County, Ohio",-666666666.0,39,175,2018
"Butler County, Ohio",36696.0,39,017,2018
"Harrison County, Ohio",-666666666.0,39,067,2018
"Knox County, Ohio",-666666666.0,39,083,2018
"Richland County, Ohio",-666666666.0,39,139,2018
"Vinton County, Ohio",-666666666.0,39,163,2018
"Hancock County, Ohio",56296.0,39,063,2018
"Fairfield County, Ohio",34295.0,39,045,2018
"Defiance County, Ohio",71613.0,39,039,2018
"Henry County, Ohio",45333.0,39,069,2018
"Jefferson County, Ohio",42143.0,39,081,2018
"Putnam County, Ohio",45087.0,39,137,2018
"Clinton County, Ohio",-666666666.0,39,027,2018
"Fayette County, Ohio",2499.0,39,047,2018
"Pickaway County, Ohio",-666666666.0,39,129,2018
"Logan County, Ohio",-666666666.0,39,091,2018
"Summit County, Ohio",47321.0,39,153,2018
"Sandusky County, Ohio",56188.0,39,143,2018
"Shelby County, Ohio",-666666666.0,39,149,2018
"Cottonwood County, Minnesota",30625.0,27,033,2018
"Scott County, Minnesota",49107.0,27,139,2018
"Dodge County, Minnesota",56406.0,27,039,2018
"Wabasha County, Minnesota",-666666666.0,27,157,2018
"Pipestone County, Minnesota",68708.0,27,117,2018
"Crow Wing County, Minnesota",-666666666.0,27,035,2018
"Norman County, Minnesota",-666666666.0,27,107,2018
"Wright County, Minnesota",42560.0,27,171,2018
"Nicollet County, Minnesota",-666666666.0,27,103,2018
"Douglas County, Minnesota",103021.0,27,041,2018
"Grant County, Minnesota",-666666666.0,27,051,2018
"Kittson County, Minnesota",-666666666.0,27,069,2018
"Le Sueur County, Minnesota",50250.0,27,079,2018
"Mahnomen County, Minnesota",-666666666.0,27,087,2018
"Chisago County, Minnesota",66184.0,27,025,2018
"Redwood County, Minnesota",67625.0,27,127,2018
"Yellow Medicine County, Minnesota",42813.0,27,173,2018
"Todd County, Minnesota",-666666666.0,27,153,2018
"Beltrami County, Minnesota",53438.0,27,007,2018
"Blue Earth County, Minnesota",-666666666.0,27,013,2018
"Houston County, Minnesota",182917.0,27,055,2018
"Lac qui Parle County, Minnesota",-666666666.0,27,073,2018
"Lake of the Woods County, Minnesota",-666666666.0,27,077,2018
"Otter Tail County, Minnesota",87667.0,27,111,2018
"Waseca County, Minnesota",-666666666.0,27,161,2018
"St. Louis County, Minnesota",36000.0,27,137,2018
"Anoka County, Minnesota",46402.0,27,003,2018
"Stearns County, Minnesota",37454.0,27,145,2018
"Lincoln County, Minnesota",-666666666.0,27,081,2018
"Marshall County, Minnesota",16563.0,27,089,2018
"Mille Lacs County, Minnesota",-666666666.0,27,095,2018
"Washington County, Minnesota",92929.0,27,163,2018
"Carlton County, Minnesota",-666666666.0,27,017,2018
"Kanabec County, Minnesota",-666666666.0,27,065,2018
"Koochiching County, Minnesota",-666666666.0,27,071,2018
"Red Lake County, Minnesota",-666666666.0,27,125,2018
"Morrison County, Minnesota",57143.0,27,097,2018
"Rice County, Minnesota",40287.0,27,131,2018
"Steele County, Minnesota",77671.0,27,147,2018
"Aitkin County, Minnesota",-666666666.0,27,001,2018
"Faribault County, Minnesota",-666666666.0,27,043,2018
